"Particulars","FG/RM/PM","Group","Sub-Group","UOM","Customer","Sale Group","GST","HSN/SAC"
"PM24-HOH Diwali Gift Box Monocarton Madhur Mahotsav 400gm(4P)","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-HOH Diwali Gift Box Monocarton Magic Movement 600gm(4P)","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-HOH Diwali Gift Box Monocarton Mangalmay Mahotsav 600gm(6P)","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-HOH Diwali Gift Box Monocraton Shubhkamnaye 300gm(3P)","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191010"
"PM24-HOH Diwali Gift Box Shubhkamnaye 300gm(3P) Bag","PM","Packaging","Hamper-Bag","0.000","HOH/Common","PM","5%","48194000"
"PM24-HOH Diwali Gift Box Shubhkamnaye 300gm(3P) Sleeve","PM","Packaging","Sleeve","0.000","HOH/Common","PM","5%","48191010"
"PM24-HOH Diwali Gift Box Shubhkamnaye 300gm(3P) Tray","PM","Packaging","Tray","0.000","HOH/Common","PM","5%","48191010"
"PM24-HOH-Monocarton 200 gm","PM","Packaging","Monocarton ","0.000","HOH/Common","PM","5%","48191090"
"PM24-Inside Golden Tray 22x16 Duplex Board 230gsm","PM","Packaging","Tray","0.000","HOH/Common","PM","5%","48192090"
"PM24-Inside Golden Tray 22x18 Duplex Board 230gsm","PM","Packaging","Tray","0.000","HOH/Common","PM","5%","48192090"
"PM24-Inside Golden Tray  24x15.25 Duplex Board 230gsm","PM","Packaging","Tray","0.000","HOH/Common","PM","5%","48192090"
"PM24-Inside Golden Tray  26x16.5 Duplex Board 230gsm","PM","Packaging","Tray","0.000","HOH/Common","PM","5%","48192090"
"PM24-Kingdom Of Dates Golden Tray Medjoul Dates 500 gm","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48192010"
"PM24-Kingdom of Dates Medjoul Dates 1Kg Bottom Printed 1000 gm","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-Kingdom Of Dates Top 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-King Solomon Medjoul Dates 250 gm-Bottom","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-King Solomon Medjoul Dates Bottom Printed 1kg","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-King Solomon Medjoul Dates Bottom Printed 500 gm","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-(King Solomon) Medjoul Dates Bottom UnPrinted 1kg","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-(King Solomon) Medjoul Dates Bottom Unprinted 500 gm","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-Krack Nut 100Gm Pack Of 3 Monocarton 300 gm","PM","Packaging","Monocarton","0.000","HOH/Common","PM","5%","48191090"
"PM24-Krack Nut Assorted (Black) Monocarton 300 gm","PM","Packaging","Monocarton","0.000","HOH/Common","PM","5%","48191090"
"PM24-Krack Nut Pudina Pathaka (green) Monocarton 300 gm","PM","Packaging","Monocarton","0.000","HOH/Common","PM","5%","48191090"
"PM24-Mama Nourish Gondh Monocarton","PM","Packaging","Monocarton ","0.000","EMPL","PM","5%","48191090"
"PM24-Mukhwas Pet Cap 150 gm","PM","Packaging","Pet","0.000","GENERAL","PM","5%","21069099"
"PM24-Natraj Roasted Salted Pistachio 250gm","PM","Packaging","Pouch","0.000","VKC","PM","5%","20081930"
"PM24-Nutraj Wishes Almond Monocarton 100 Gm","PM","Packaging","Monocarton","0.000","VKC","PM","5%","48192020"
"PM24-Nutraj Wishes Cashew Monocarton 100 Gm","PM","Packaging","Monocarton","0.000","VKC","PM","5%","48192020"
"PM24-Nutraj Wishes Gift Box 4 x 150 Gm","PM","Packaging","Box","0.000","VKC","PM","5%","(48192020)"
"PM24-On The Run Choco Almond 40g Monocarton 240 gm","PM","Packaging","Monocarton","0.000","HOH/Common","PM","5%","48191090"
"PM24-On The Run Choco Almond 80g Monocarton 480 gm","PM","Packaging","Monocarton","0.000","HOH/Common","PM","5%","48191090"
"PM24-Paper Cup Big 30 gm","PM","Packaging","Cup","0.000","GENERAL","PM","5%","48237010"
"PM24-Paper Cup Small 30 gm","PM","Packaging","Cup","0.000","GENERAL","PM","5%","48237010"
"PM24-PLAIN TOP 5 KG","PM","Packaging","Top","0.000","GENERAL","PM","5%","48191010"
"PM24-Rahshabandhan Box Without Logo / Sticker 100 gm","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Ajwa Dates 3Ply 5 Kg-Top 385 x 290 x 80mm 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Bottom Printed 250 gm","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Bottom Printed 500 gm","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Bottom Unprinted 500 gm","PM","Packaging","Bottom","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Deri Dates 3Ply 5 Kg-Top 385 x 290 x 80mm 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Fard Dates 3Ply 5 Kg-Top 385 x 290 x 80mm 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Kalmi Dates Seeded 400 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","08041020"
"PM24-Royal Delight Mabroom 3Ply 5 Kg Top 385 x 290 x 80mm 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Mabroom Dates Seedless Albarkh (Cred) 400 gm","PM","Packaging","Top","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Royal Delight Maryam Dates Top (Cred) 350 gm","PM","Packaging","Top","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Royal Delight Mazafati Dates 3Ply 5 Kg-Top 385 x 290 x 80mm 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Medjool Dates Top (Brown) (Cred) 400 gm","PM","Packaging","Top","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Royal Delight Medjoul Dates 3Ply 5 Kg-Top 385 x 290 x 80mm 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Medjoul Top 1kg","PM","Packaging","Top","0.000","HOH/Common","PM","5%","08041020"
"PM24-Royal Delight Mejool Junior Dates Top Blue (Cred) 400 gm","PM","Packaging","Top","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Royal Delight Mejool Junior Dates Top (Dark Blue) (Cred) 400 gm","PM","Packaging","Top","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Royal Delight Mejool Medium Dates Top (Purple) (Cred) 400 gm","PM","Packaging","Top","0.000","HOH/CRED","PM","5%","48191010"
"PM24-Royal Delight Oman Dates 3Ply 5 Kg-Top 385 x 290 x 80mm 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Safavi Dates 3Ply 5 Kg-Top 385 x 290 x 80mm 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Safavi Dates Seeded 400 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Uae Dates 3Ply 5 Kg-Top 385 x 290 x 80mm 5000 gm","PM","Packaging","Top","0.000","HOH/Common","PM","5%","48191010"
"PM24-Royal Delight Zahidi dates Pouch 1kg","PM","Packaging","Pouch","0.000","HOH/Common","PM","5%","08041020"
"PM24-Royal Tradition Mahotsav 500g","PM","Packaging","Hamper-Box","0.000","Dmart","PM","5%","48192090"
"PM24-Royal Traditions Shubhkamna 300 g laptop pack","PM","Packaging","Hamper-Box","0.000","Dmart","PM","5%","48192090"
"PM24-Royal Tradition Tyohaar 400g Laptop 400 Gm","PM","Packaging","Hamper-Box","0.000","Dmart","PM","5%","48192090"
"PM24-Royal Tradition Utsav 300g (with Bag)  300 Gm","PM","Packaging","Hamper-Box","0.000","HOH/Common","PM","5%","48192090"
"PM24-Solimo Dried Fig Anjeer Monocarton 500 gm","PM","Packaging","Monocarton ","0.000","AMAZON","PM","5%","48191010"
"PM24-Solimo Premium Cashew Monocarton 500 gm","PM","Packaging","Monocarton ","0.000","AMAZON","PM","5%","48191010"
"PM24-Tasties Brazil Nuts Monocarton 50 gm","PM","Packaging","Monocarton","0.000","BIG BASKET","PM","5%","48192010"
"PM24 - Tasties Chat Masala Makhana Pouch Roll 25 gm","PM","Packaging","Pouch Roll","0.000","BIG BASKET","PM","5%","21069099"
"PM24-Tasties Chilli Almonds Monocarton 75 gm","PM","Packaging","Monocarton ","0.000","BIG BASKET","PM","5%","48191090"
"PM24-Tasties Chilli Garlic Cashew-Flavourful & Crunchy 75 G","PM","Packaging","Monocarton","0.000","BIG BASKET","PM","5%","20081910"
"PM24-Tasties Hazelnut-A Turkish Indulgence 50 G","PM","Packaging","Monocarton","0.000","BIG BASKET","PM","5%","48191010"
"PM24-Tasties Macadamianuts Monocarton 50 gm","PM","Packaging","Monocarton","0.000","BIG BASKET","PM","5%","48192010"
"PM24-Tasties Pecan Nuts-Iconic American Nut 50 G","PM","Packaging","Monocarton","0.000","BIG BASKET","PM","5%","48191010"
"PM24-Tasties Peri-Peri Cashew-Flavourful & Crunchy 75 G","PM","Packaging","Monocarton","0.000","BIG BASKET","PM","5%","20081910"
"PM24-Tasties Roasted Almonds With Pink Salt-Flavourful & Crunchy 75 G","PM","Packaging","Monocarton","0.000","BIG BASKET","PM","5%","48192010"
"PM24-Tasties Smoked Almonds-Flavourful & Crunchy 75 G","PM","Packaging","Monocarton","0.000","BIG BASKET","PM","5%","20081910"
"PM24-Tasties Trail Mix-Wholesome Monocarton 75 gm","PM","Packaging","Monocarton ","0.000","BIG BASKET","PM","5%","48191090"
"PM24-Tray 22x16 Duplex Board 230gsm","PM","Packaging","Tray","0.000","GENERAL","PM","5%","48192090"
"PM24-Tray 24x15.25 Duplex Board 230gsm","PM","Packaging","Tray","0.000","GENERAL","PM","5%","48192090"
"PM24-Tray 26x16.5 Duplex Board 230gsm","PM","Packaging","Tray","0.000","GENERAL","PM","5%","48192090"
"PM24-Tray Cranival Festive Greetings Box","PM","Packaging","Tray","0.000","GENERAL","PM","5%","48191010"
"PM24-Tub Rectangle Blister Top, Lid Pl-200Gm 200 gm","PM","Packaging","Blister Lid","0.000","GENERAL","PM","5%","48191010"
"PM24-Vedaka Season Greeting Blue 5p Folding 800gm","PM","Packaging","Pouch","0.000","AMAZON","PM","5%","48191010"
"PM24-Vedaka Seasons Green Corrogated Box 400 gm","PM","Packaging","Pouch","0.000","AMAZON","PM","5%","48191010"
"PM24-Wholesome Millets Monocarton","PM","Packaging","Monocarton","0.000","EMPL","PM","5%","48191010"
"PM24-Zesque TM  Salt & Pepper Roasted 200 gm","PM","Packaging","Pouch","0.000","BioSpark","PM","5%","48191010"
"Popular Raisins, 500 g (B07GR3S1RR)","FG","RAISIN","Raisin - Indian","0.500","Amazon","RPC","5%","08062010"
"Powder Black Pepper spices","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","09109990"
"PREGEFLO C100","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","35051010"
"Premia Almond Salted 100 Gm","FG","ALMOND","Almond - Kernels","0.100","DMART","VA","5%","20081930"
"PREMIA ALMONDS SMOKD-100G","FG","ALMOND","Almond - Kernels","0.100","DMART","VA","5%","20081930"
"Premia Breakfast Mix 100g (100005226)","FG","TRAIL MIX","Trail Mix","0.100","DMART","VA","5%","20081990"
"Premia Cashew Black Pepper 100 Gm","FG","CASHEW","Cashew - Kernel","0.100","DMART","VA","5%","20081910"
"Premia Cashew Salted 100 Gm","FG","CASHEW","Cashew - Kernel","0.100","DMART","VA","5%","20081910"
"Premia Chatpata Cranberry 100gm","FG","CRANBERRY","Cranberry - Whole","0.100","DMART","VA","5%","20089999"
"Premia Indian Raisin 100gm","FG","RAISIN","Raisin - Indian","0.100","DMART","RPC","5%","08062010"
"Premia Nuts & Seeds Mix 100g (100005422)","FG","TRAIL MIX","Trail Mix","0.100","DMART","VA","5%","20081990"
"Premia Prunes 100gm","FG","PRUNES","Prunes - Pitted","0.100","DMART","RPC","5%","08132000"
"Premia Trail Mix 100g (100005227)","FG","TRAIL MIX","Trail Mix","0.100","DMART","VA","5%","20081990"
"Premium Shandukhani Green Raisins","RM","RAISIN","Raisin - Shandukhani","1.000","0","Bulk","5%","08062010"
"Premium Trail Mix 100gm","FG","TRAIL MIX","Trail Mix","0.100","0","VA","5%","(20081990)"
"Premix-Cofee Nutribite","RM","MISCELLANEOUS - RM","Chocolate","1.000","0","Bulk","5%","21061000"
"Premix-Salted Caramel Nutribites","RM","MISCELLANEOUS - RM","Chocolate","1.000","0","Bulk","5%","21061000"
"Processing  & Packaging 5%","0","Service","Packing","0.000","0","0","5%","998813"
"Prunes 1KG (B07GR24VN1)","FG","PRUNES","Prunes - Pitted","1.000","Amazon","RPC","5%","08132000"
"Prunes 200G (B07GQWRZKN)","FG","PRUNES","Prunes - Pitted","0.200","Amazon","RPC","5%","08132000"
"Prunes 500G (B07GQZSS53)","FG","PRUNES","Prunes - Pitted","0.500","Amazon","RPC","5%","08132000"
"PSYLLIUM HUSK POWDER","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","12119032"
"Pudina Cashew","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"Pudina Makhana","FG","MAKHANA","Makhana - Suta","1.000","0","VA","5%","20081930"
"Pudina seasoning","RM","SEASONING","Seasoning","1.000","0","Bulk","5%","21039040"
"Pumpkin Seed 12%","RM","SEEDS","Pumpkin","1.000","0","Bulk","5%","20081920"
"Pumpkin Seed 200g (B07GQW1HJC)","FG","SEEDS","Pumpkin","0.200","Amazon","RPC","5%","20081920"
"Pumpkin Seed ( 5% )","RM","SEEDS","Pumpkin","1.000","0","Bulk","5%","12129990"
"Pumpkin Seeds 100g (B07GQRWYNP)","FG","SEEDS","Pumpkin","0.100","Amazon","RPC","5%","20081920"
"Pumpkin Seeds 500G (B07GQWST7Y) FBA","FG","SEEDS","Pumpkin","0.500","Amazon","RPC","5%","20081920"
"Pumpkin Seeds Roasted","FG","SEEDS","Pumpkin","1.000","0","Bulk","5%","20081920"
"Pumpkin Seeds Roasted and Salted","FG","SEEDS","Pumpkin","1.000","0","Bulk","5%","20081930"
"Quinoa Flakes","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","19041090"
"Quinoa Puff Base","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","21069099"
"RAGI","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","19041090"
"Ragi Flakes","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","19041090"
"Ragi Puff","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","21069099"
"Raisin Green","RM","RAISIN","Raisin - Indian","1.000","0","Bulk","5%","08062010"
"Raisins 200G (B07GRBFFMR) FBA","FG","RAISIN","Raisin - Indian","0.200","Amazon","RPC","5%","08062010"
"Rajgira Puff (Lahi)","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","21069019"
"Red Dates Seedless 500 Gm","FG","DATES","Seedless","0.500","0","DATES RPC","5%","08041020"
"Red Kharik Dry Dates","RM","DATES","Dry Dates","1.000","0","DATES BULK","5%","08041030"
"Rhine Valley Almond & Coffee Date Bar 50gm","FG","BARS & CEREALS","Energy Bars","0.050","Cococart","VA","5%","21069099"
"Rhine Valley Almond & Cranberry Date Bar 50gm","FG","BARS & CEREALS","Energy Bars","0.050","Cococart","VA","5%","21069099"
"Rhine Valley Almond & Orange Dark Chocolate Date Bar 50gm","FG","BARS & CEREALS","Energy Bars","0.050","Cococart","VA","5%","21069099"
"Rhine Valley Barbeque Trail Mix 100gm","FG","TRAIL MIX","Trail Mix","0.100","Cococart","VA","5%","20089999"
"Rhine Valley Black Pepper Trail Mix 100gm","FG","TRAIL MIX","Trail Mix","0.100","Cococart","VA","5%","20089999"
"Rhine Valley Fruit & Nut Date Bar 50gm","FG","BARS & CEREALS","Energy Bars","0.050","Cococart","VA","5%","21069099"
"Rhine Valley Himalayan Pink Salt Trail Mix 100gm","FG","TRAIL MIX","Trail Mix","0.100","Cococart","VA","5%","20089999"
"Rhine Valley Masala Trail mix 100g","FG","TRAIL MIX","Trail Mix","0.100","Cococart","VA","5%","20089999"
"Rhine Valley Peri Peri Trail Mix 100gm","FG","TRAIL MIX","Trail Mix","0.100","Cococart","VA","5%","20089999"
"Rhine Valley Raspberry, Almond & Dark Chocolate Date Bar 50gm","FG","BARS & CEREALS","Energy Bars","0.050","Cococart","VA","5%","21069099"
"Rhine Valley Rose & Pistachio Date Bar 50gm","FG","BARS & CEREALS","Energy Bars","0.050","Cococart","VA","5%","21069099"
"Rice Bran Oil","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","15155091"
"Rice Crispy","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","19041090"
"Rice Crispy - 18%","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","19041090"
"Rice Lahi","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","19041020"
"Roasted Black Sesame (Kale Til) Seeds","FG","SEEDS","Other Seeds","1.000","0","Bulk","5%","20081920"
"ROASTED BLANCHED PEANUT WHOLE","RM","PEANUTS","Peanut - Whole","1.000","0","Bulk","5%","20081100"
"Roasted Cashew Bulk","FG","CASHEW","Cashew - Kernel","1.000","0","RPC","5%","20081910"
"ROASTED CORN","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","20081990"
"Roasted Flax Seeds","FG","SEEDS","Flax","1.000","0","RPC","5%","20081920"
"Roasted Independence Almonds Bulk","FG","ALMOND","Almond - Kernels","1.000","0","RPC","5%","20081920"
"Roasted Makhana","FG","MAKHANA","Makhana - Suta","1.000","0","RPC","5%","20081930"
"Roasted Papad Ball 5%","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","19059030"
"Roasted Peanuts","RM","PEANUTS","Peanut - Whole","1.000","0","Bulk","5%","20081920"
"Roasted Peanuts Split","FG","PEANUTS","Peanut - Split","1.000","0","RPC","5%","20081930"
"Roasted Poppy Seed","FG","SEEDS","Other Seeds","1.000","0","Bulk","5%","20081920"
"Roasted & Salted Almonds","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","20081930"
"Roasted & Salted Almonds 140g","FG","ALMOND","Almond - Kernels","0.140","0","VA","5%","(20081930)"
"Roasted & Salted Almonds 75g","FG","ALMOND","Almond - Kernels","0.075","0","VA","5%","(20081930)"
"Roasted & Salted Almonds 90g","FG","ALMOND","Almond - Kernels","0.090","0","VA","5%","(20081930)"
"Roasted & Salted Almonds Bulk","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","20081930"
"Roasted & Salted Cashew","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"Roasted & Salted Cashew  140g","FG","CASHEW","Cashew - Kernel","0.140","0","VA","5%","(20081910)"
"Roasted & Salted Cashew 75gm","FG","CASHEW","Cashew - Kernel","0.075","0","VA","5%","(20081910)"
"Roasted & Salted Cashew 90gm","FG","CASHEW","Cashew - Kernel","0.090","0","VA","5%","(20081910)"
"Roasted & Salted Cashew Bulk","FG","CASHEW","Cashew - Kernel","1.000","0","VA","5%","20081910"
"Roasted Salted Flax Seeds","FG","SEEDS","FLax","1.000","0","Bulk","5%","20081930"
"Roasted & Salted Pecan Nuts 75gm","FG","PREMIUM NUTS","Pecan Nuts","0.075","0","VA","5%","(08029000)"
"Roasted & Salted Pista 230g","FG","PISTA","Pista - Inshell","0.230","0","VA","5%","(20081930)"
"Roasted White Sesame (Safed Til) Seeds","FG","SEEDS","Other Seeds","1.000","0","Bulk","5%","20081920"
"Rose Petals","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","12111000"
"Royal Delight Ajwa Dates 250 Gms","FG","DATES","Ajwa","0.250","0","DATES RPC","5%","08041020"
"Royal Delight Arabian Dates 200gm","FG","DATES","Khalas","0.200","HOH/Common","DATES RPC","5%","08041020"
"Royal Delight Arabian Dates 250g","FG","DATES","Khalas","0.250","0","DATES RPC","5%","08041020"
"Royal Delight Arabian Dates 300gm","FG","DATES","Khalas","0.300","0","DATES RPC","5%","08041020"
"Royal Delight Arabian Dates 500gm","FG","DATES","Khalas","0.500","0","DATES RPC","5%","08041020"
"Royal Delight Assorted Dates 500gm","FG","DATES","Assorted","0.500","0","DATES RPC","5%","08041020"
"Royal Delight Dates Ajwa 800g","FG","DATES","Ajwa","0.800","0","DATES RPC","5%","(08041020)"
"Royal Delight Dates Medjool Medium 250g","FG","DATES","Medjoul-Medium","0.250","0","DATES RPC","5%","08041020"
"Royal Delight Dates Stuffed Deri Acrylic Box 27 Pcs","FG","DATES","Deri","0.300","0","DATES RPC","5%","08041020"
"Royal Delight Kimia Dates 1kg","FG","DATES","Kimia","1.000","0","DATES RPC","5%","08041020"
"Royal Delight Kimia Dates 350gm","FG","DATES","Kimia","0.350","0","DATES RPC","5%","08041020"
"Royal Delight Mabroom Dates 250 Gms","FG","DATES","Mabroom","0.250","0","DATES RPC","5%","08041020"
"Royal Delight Medjool Dates 800g","FG","DATES","Medjoul-General","0.800","0","DATES RPC","5%","08041020"
"Royal Delight Medjoul Dates 250 Gms","FG","DATES","Medjoul-General","0.250","0","DATES RPC","5%","08041020"
"Royal delight Medjoul Dates 400gm","FG","DATES","Medjoul-General","0.400","0","DATES RPC","5%","08041020"
"Royal Delight Oman Dates 1 Kgs","FG","DATES","Oman","1.000","0","DATES RPC","5%","08041020"
"Royal Delight Oman Dates 400 Gms","FG","DATES","Fard","0.400","0","DATES RPC","5%","08041020"
"Royal Delight Safavi Dates 250 Gms","FG","DATES","Safavi","0.250","0","DATES RPC","5%","08041020"
"Royal Delight Safavi Dates 5kg","FG","DATES","Safavi","5.000","0","DATES RPC","5%","08041020"
